{'dataset_params': {'im_path': 'data/train/images'}, 'diffusion_params': {'num_timesteps': 1000, 'beta_start': 0.0001, 'beta_end': 0.02}, 'model_params': {'im_channels': 1, 'im_size': 28, 'down_channels': [32, 64, 128, 256], 'mid_channels': [256], 'down_sample': [True, True, False], 'time_emb_dim': 128, 'num_down_layers': 2, 'num_mid_layers': 2, 'num_up_layers': 2, 'num_heads': 4}, 'train_params': {'task_name': 'mnist', 'batch_size': 64, 'num_epochs': 40, 'num_samples': 1000, 'num_samples_progress': 10, 'num_grid_rows': 10, 'lr': 0.0001, 'ckpt_name': 'ddpm_ckpt.pth'}}
Warning: Could not load checkpoint from mnist/ddpm_ckpt.pth: 'model_state_dict'
Starting training from scratch
Epoch 1/40, Loss: 0.07026840114135986
Epoch 2/40, Loss: 0.033240035877251294
Epoch 3/40, Loss: 0.028714943103301627
Epoch 4/40, Loss: 0.026927394958248717
Epoch 5/40, Loss: 0.025695999204588215
Epoch 6/40, Loss: 0.02492348634715337
Epoch 7/40, Loss: 0.024340429424699436
Epoch 8/40, Loss: 0.023978981368148376
Epoch 9/40, Loss: 0.023762771706861346
Epoch 10/40, Loss: 0.023667154682756486
Epoch 11/40, Loss: 0.023433670345971835
Epoch 12/40, Loss: 0.023117867068075802
Epoch 13/40, Loss: 0.022764274124691546
Epoch 14/40, Loss: 0.022667641617429218
Epoch 15/40, Loss: 0.02262826985629923
Epoch 16/40, Loss: 0.022568739010398384
Epoch 17/40, Loss: 0.022342714304322882
Epoch 18/40, Loss: 0.02209965196320974
Epoch 19/40, Loss: 0.02222025618433698
Epoch 20/40, Loss: 0.022246487693849213
Epoch 21/40, Loss: 0.021986995993464042
Epoch 22/40, Loss: 0.021969301160424948
Epoch 23/40, Loss: 0.021819547828493404
Epoch 24/40, Loss: 0.02190963496495761
Epoch 25/40, Loss: 0.021765085098061607
Epoch 26/40, Loss: 0.021848736704190148
Epoch 27/40, Loss: 0.02192908025054789
Epoch 28/40, Loss: 0.021667216487451277
Epoch 29/40, Loss: 0.021634845550595
Epoch 30/40, Loss: 0.021505777154173424
Epoch 31/40, Loss: 0.021417975844716084
Epoch 32/40, Loss: 0.02140941785306914
Epoch 33/40, Loss: 0.021110783135498575
Epoch 34/40, Loss: 0.021298517054046142
Epoch 35/40, Loss: 0.021405466118338965
Epoch 36/40, Loss: 0.021275507693272282
Epoch 37/40, Loss: 0.021207407367096018
Epoch 38/40, Loss: 0.021288608153189805
Epoch 39/40, Loss: 0.021276822077360615
Epoch 40/40, Loss: 0.020925432507163173
